0	16.292157037902992
1	12.20047162510167
2	13.936213952317217
3	17.722679597604373
4	16.602673970449903
5	8.068166360370768
6	13.850265252576769
7	10.545928375106906
8	10.690343444619327
9	12.231795505815118
10	11.432130713482634
11	15.362820520888924
12	13.283113175440981
13	11.365025049478485
14	12.331589698236277
15	12.0010229821228
16	15.482237219472818
17	10.384525208702598
18	11.939203104952703
19	8.437712782094826
20	3.341030552497764
21	12.960855786321082
22	13.593308596578517
23	8.773504938780674
24	17.809263871962823
